N	V_rect	V_monte	eps_rect	eps_monte	t_rect	t_monte
154	12.322902453304609	12.084373709791322	0.11431500176872557	2.0477561718075927	0.021758079528808594	0.015171051025390625
155	12.324337999662468	12.087342649782833	0.10267890127658585	2.023690850679352	0.022299766540527344	0.014992475509643555
156	12.322931355106423	12.087451316999159	0.11408073258719006	2.022810027400853	0.02208876609802246	0.014979839324951172
157	12.324798968289779	12.09105779826288	0.09894243032130107	1.9935769913669166	0.02245497703552246	0.015955448150634766
158	12.323838411036048	12.091294868674604	0.10672841415363642	1.991655370989129	0.024217605590820312	0.01638936996459961
159	12.330174692063082	12.098991527348938	0.05536845466967253	1.929268605631163	0.02323746681213379	0.015787124633789062
160	12.328888948594766	12.099144733111602	0.06579029867528349	1.9280267664940414	0.022691726684570312	0.016431331634521484
161	12.324638671875553	12.096420474214561	0.10024174411513927	1.9501087773737529	0.023841381072998047	0.017176151275634766
162	12.326163514990077	12.099290038616783	0.08788183137654537	1.9268489644320737	0.023545503616333008	0.016980886459350586
163	12.324831919253846	12.099387056482747	0.09867533986678285	1.926062567230952	0.02591228485107422	0.0177154541015625
164	12.332187495598031	12.107954437028155	0.03905328374162839	1.8566179962249472	0.02607417106628418	0.018374919891357422
165	12.325802367929018	12.103055616076649	0.09080917919217547	1.8963263432056299	0.026673078536987305	0.018048524856567383
166	12.327621337340261	12.106147747828937	0.07606516849166825	1.871262467276041	0.025931835174560547	0.018540143966674805
167	12.328249855277083	12.108111484256952	0.07097059398773446	1.8553450193361933	0.028102397918701172	0.018393516540527344
168	12.325199362828954	12.106391538840466	0.0956969544306458	1.8692863717680794	0.025710344314575195	0.018697738647460938
169	12.326333211856284	12.108908607455373	0.0865063203889859	1.848883782058373	0.026653528213500977	0.01941680908203125
170	12.332460638073652	12.116097786091201	0.03683927422699816	1.790610494954507	0.029084205627441406	0.020006418228149414
171	12.327944636677977	12.112926647862016	0.07344460276621996	1.816314773264463	0.030843257904052734	0.020457983016967773
172	12.326628616271993	12.112862906776604	0.08411186238475875	1.8168314390421143	0.030411243438720703	0.020561695098876953
173	12.326608034512551	12.114082189512004	0.08427869184300425	1.8069483054464803	0.029289722442626953	0.02085423469543457
174	12.326105887981406	12.114792726985936	0.08834893831480828	1.801188905616	0.028896570205688477	0.02088165283203125
175	12.32707368075729	12.116953766442258	0.08050430554896809	1.783672179567014	0.028638839721679688	0.021666765213012695
176	12.330631836734085	12.121634086780805	0.05166297953672678	1.7457349318448607	0.02910017967224121	0.022328853607177734
177	12.330216061702146	12.122406035230522	0.055033125005928815	1.739477753393963	0.031331777572631836	0.022845983505249023
178	12.326920798459025	12.120317540440697	0.08174352278241852	1.7564064545248421	0.03154277801513672	0.02270674705505371
179	12.327669727321522	12.122209568388296	0.07567293407744376	1.7410702536340283	0.034835100173950195	0.022777318954467773
180	12.327278300375976	12.122957771640245	0.07884572139202228	1.735005546506632	0.03287696838378906	0.025321483612060547
181	12.330703703703549	12.127568700546721	0.05108044782386053	1.6976307645470416	0.03337383270263672	0.025402545928955078
182	12.327278375227236	12.125181013420184	0.07884511467056622	1.7169846274133105	0.033472299575805664	0.024054288864135742
183	12.331704643623981	12.130639174213544	0.04296713442441358	1.6727424424458361	0.03345608711242676	0.02443528175354004
184	12.328879216028378	12.128939675775346	0.06586918788699124	1.686518057914356	0.035413265228271484	0.024908781051635742
185	12.327716620777359	12.12888453657617	0.07529283004140792	1.6869649994284068	0.035315752029418945	0.025168180465698242
186	12.324601030541038	12.126877401809766	0.10054685328049515	1.7032342210493399	0.03454852104187012	0.025638341903686523
187	12.327559777561879	12.130850988224346	0.07656415326050546	1.6710255427429164	0.035600900650024414	0.02589106559753418
188	12.330324658830989	12.134598727453177	0.05415286983516415	1.640647512771073	0.03658318519592285	0.026669979095458984
189	12.327777804533682	12.133131936723625	0.07479689319258397	1.6525368706009766	0.03726768493652344	0.027182579040527344
190	12.328903499474402	12.1352473494098	0.06567235368746764	1.6353899812205561	0.03882336616516113	0.02790379524230957
191	12.329593235165378	12.136944553091864	0.06008156675866268	1.6216329663446534	0.03837943077087402	0.027930736541748047
192	12.32533036274542	12.133734804978086	0.09463510910317133	1.6476502045911865	0.03888058662414551	0.028625011444091797
193	12.331085205077857	12.140454763442813	0.047988114159373235	1.5931802729373106	0.040053606033325195	0.03023982048034668
194	12.33074101373819	12.141026612988705	0.05077802407412541	1.5885450351089003	0.03967905044555664	0.029924392700195312
195	12.329595594479361	12.14087704969267	0.060062442879833	1.5897573495236057	0.042404890060424805	0.030275583267211914
196	12.331268699742562	12.143478967563661	0.04650076242977232	1.568666997649281	0.04256796836853027	0.03059673309326172
197	12.327800278795497	12.1410176035621	0.07461472368789632	1.5886180627703101	0.042875051498413086	0.0312654972076416
198	12.330884052354474	12.144985587061425	0.04961859672145643	1.5564547999843137	0.04195070266723633	0.0308682918548584
199	12.327934997356076	12.143023260128418	0.07352273616657887	1.5723608229879589	0.04412579536437988	0.032311439514160156
200	12.330871803018127	12.146825515593212	0.04971788610205753	1.5415409010516767	0.04269528388977051	0.03231978416442871
201	12.330063000000234	12.146939999359669	0.056273796430572336	1.5406129305936629	0.044168949127197266	0.03221583366394043
202	12.330311020083206	12.148072364523427	0.05426342136066361	1.5314343242970707	0.04862666130065918	0.03342556953430176
203	12.327926499149756	12.146631556624643	0.07359162003243308	1.5431130732335596	0.04297375679016113	0.03226304054260254
204	12.331107067218792	12.150646461662843	0.04781090631965475	1.5105694787789943	0.04554247856140137	0.0336916446685791
205	12.328643395074478	12.149234333911702	0.06778068054113953	1.5220157551949816	0.04585456848144531	0.034097909927368164
206	12.331703602675395	12.152982542051056	0.04297557203584109	1.491633924377602	0.04874420166015625	0.03821897506713867
207	12.332512146217088	12.154641790820971	0.03642176494218743	1.478184560431612	0.048928260803222656	0.035256385803222656
208	12.329484631065638	12.152504118984693	0.060961878433388114	1.4955118756868615	0.04773902893066406	0.03546547889709473
209	12.329098451012078	12.152972266159313	0.06409213604345124	1.4917172176187514	0.04754066467285156	0.03615617752075195
210	12.327589902827894	12.15230655326881	0.07631996705169032	1.4971132830612948	0.08243393898010254	0.04481768608093262
211	12.329733722060004	12.155256367280991	0.058942822882683425	1.4732029912821778	0.06218719482421875	0.04027223587036133
212	12.331021805461473	12.157341784413617	0.048502012093328654	1.4562992367009209	0.049836158752441406	0.037230730056762695
213	12.331126533984856	12.158261702997176	0.0476531146573112	1.4488426575216575	0.05048966407775879	0.037906646728515625
214	12.331944719962651	12.15987023990834	0.04102114892052616	1.4358043484199388	0.05361509323120117	0.0385136604309082
215	12.331029196525405	12.159766018027714	0.04844210238565499	1.436649139164457	0.055518388748168945	0.042774200439453125
216	12.327459167114727	12.157029884372415	0.07737967082788472	1.4588274032091386	0.05277132987976074	0.040253400802612305
217	12.333097565158484	12.163421302752104	0.03167653773667404	1.4070205171784607	0.05520486831665039	0.0399317741394043
218	12.33229633893532	12.163355034054518	0.038171032880373	1.407557671008684	0.05338931083679199	0.04051971435546875
219	12.331954728427494	12.163789415807628	0.040940023360181994	1.4040367051384697	0.056648969650268555	0.04256033897399902
220	12.328948777731249	12.161581212315895	0.0653053419613079	1.421935728458914	0.05696868896484375	0.04315471649169922
221	12.33191359879836	12.165269959844009	0.04127340757670899	1.3920358672024098	0.05731773376464844	0.04373478889465332
222	12.331035947191914	12.165144239712847	0.04838738354396684	1.3930549162021735	0.07569694519042969	0.04525637626647949
223	12.329358576984243	12.164237504699075	0.06198363433178094	1.400404633389794	0.06016826629638672	0.0446474552154541
224	12.331919542034703	12.167488640811595	0.041225233517440556	1.3740519166615708	0.05935406684875488	0.04528498649597168
225	12.332137305257396	12.168439149278422	0.039460111319277125	1.3663473852278902	0.062330007553100586	0.049275875091552734
226	12.329490962963392	12.166536992615747	0.060910554003372544	1.3817656863907224	0.06232118606567383	0.045563459396362305
227	12.331285601120578	12.16903428891966	0.04636376501970893	1.3615233649972749	0.07799863815307617	0.05760622024536133
228	12.330680392708974	12.16913546925063	0.05126939962883517	1.3607032281256544	0.06449365615844727	0.04689812660217285
229	12.331079603440259	12.170278055686389	0.04803351932351619	1.3514417713188769	0.06551647186279297	0.04805421829223633
230	12.331802452313582	12.171644756649318	0.04217432704834442	1.340363710578946	0.06709456443786621	0.049050331115722656
231	12.331185008629163	12.171735349447216	0.04717913704337054	1.3396293930179461	0.06660842895507812	0.05276846885681152
232	12.33276601399409	12.173971778209468	0.03436399024982014	1.3215015842720927	0.11561059951782227	0.07014274597167969
233	12.329639514740624	12.171561053398126	0.05970643865127288	1.3410421835777886	0.0673058032989502	0.05109405517578125
234	12.331007704198186	12.173587528887474	0.048616312628301725	1.324616191961553	0.06749129295349121	0.05083584785461426
235	12.330355085778146	12.173616131646572	0.05390623829111546	1.3243843467289724	0.07281327247619629	0.05278491973876953
236	12.332856650259885	12.176742457625314	0.03362932035132677	1.299043302839533	0.07009673118591309	0.05270671844482422
237	12.332657550188427	12.17720493107067	0.03524316474359202	1.2952946342886142	0.07369542121887207	0.05661368370056152
238	12.332049459237375	12.177250739468427	0.04017216433741982	1.2949233254020887	0.0744013786315918	0.057906389236450195
239	12.329456152209008	12.175342914780165	0.06119271935038562	1.3103875698498293	0.07495498657226562	0.05780363082885742
240	12.330785144563757	12.177286930736217	0.05042031307560602	1.2946299700348836	0.08100271224975586	0.055899858474731445
241	12.332322916667126	12.17949160525946	0.037955601900767334	1.2767595514555936	0.07646012306213379	0.05626869201660156
242	12.331833901160312	12.17958794185752	0.04191941229835204	1.2759786764041217	0.07524561882019043	0.056234121322631836
243	12.331800598455967	12.180182809625395	0.04218935385217271	1.271156859895981	0.07740068435668945	0.056671857833862305
244	12.3317546068151	12.180751249376124	0.04256214805139873	1.2665492608261195	0.07764267921447754	0.05735516548156738
245	12.33092802921747	12.18055417328909	0.04926213369652897	1.2681466994185868	0.1461794376373291	0.0698690414428711
246	12.331155895928084	12.181384047972383	0.04741511570995289	1.261419988603707	0.08057379722595215	0.06070733070373535
247	12.329909123004944	12.180757151202615	0.057521076374419396	1.266501422422465	0.1521756649017334	0.08418488502502441
248	12.333686481380383	12.18508444086742	0.02690296264315701	1.231425733558354	0.08310985565185547	0.06374287605285645
249	12.333767433957194	12.185762854686963	0.02624678577104725	1.2259267182627223	0.0839383602142334	0.0630950927734375
250	12.33035378558796	12.182974314966867	0.05391677723580899	1.248529769868633	0.08594918251037598	0.06227612495422363
251	12.33205401600049	12.185247785778763	0.040135228606833565	1.230101709577618	0.08612251281738281	0.07416248321533203
252	12.330458803190265	12.184245350195075	0.05306553661430341	1.238227146366775	0.08700704574584961	0.06684589385986328
253	12.332464996580804	12.186833045754025	0.036803945498716774	1.2172520762116745	0.09458136558532715	0.0699915885925293
254	12.332765704822428	12.187667587549528	0.03436649630092354	1.2104875352101188	0.08858084678649902	0.06817793846130371
255	12.3331823199078	12.188656726973903	0.030989541615068852	1.202469873028922	0.09119462966918945	0.06918835639953613
256	12.33272487957044	12.18876017037502	0.03469741332923638	1.201631392401637	0.09479284286499023	0.06984519958496094
257	12.331419467926025	12.188032134666202	0.04527868156544494	1.207532627581741	0.08901786804199219	0.06800413131713867
258	12.331734610661547	12.188893709024422	0.0427242307670976	1.2005489688800814	0.09239339828491211	0.06960678100585938
259	12.332737997911892	12.190437137169857	0.0345910800585744	1.1880384115550884	0.0942068099975586	0.07036972045898438
260	12.332975883071812	12.191214257948717	0.032662855580645134	1.1817393077833158	0.10114264488220215	0.08303618431091309
261	12.332543923531473	12.191335606108998	0.036164187733668814	1.180755696644716	0.10787749290466309	0.08109903335571289
262	12.333283219666942	12.192596350637862	0.030171678973032343	1.1705364864099101	0.09710979461669922	0.07313346862792969
263	12.331154299359852	12.191028687588302	0.047428057004597776	1.1832434844686106	0.09850597381591797	0.07509613037109375
264	12.332147959422143	12.192535566303942	0.039373751912647165	1.1710291856626847	0.0979313850402832	0.07594752311706543
265	12.331302435511708	12.192254750795069	0.0462273105849011	1.1733053904422153	0.10027384757995605	0.080291748046875
266	12.333024442996733	12.194448971626295	0.03226924365500487	1.1555197062988123	0.1045999526977539	0.08332133293151855
267	12.33223527471576	12.194189598412716	0.038666000800694024	1.157622106379207	0.10181021690368652	0.07816290855407715
268	12.332025947240965	12.194492254821942	0.0403627454019064	1.155168865929636	0.10229969024658203	0.07781219482421875
269	12.332710057416477	12.195681616565755	0.034817557183928115	1.1455282627566665	0.10879254341125488	0.08401942253112793
270	12.333225773358135	12.196692707229275	0.030637321213367194	1.137332670532866	0.11322236061096191	0.09374570846557617
271	12.331903063556151	12.19589129566581	0.04135880303355728	1.1438286679884615	0.10583043098449707	0.08079195022583008
272	12.334670333807466	12.199122627065254	0.018928155247839504	1.1176364822178735	0.10640525817871094	0.08538198471069336
273	12.333303385151419	12.198269065527857	0.03000822371255853	1.1245551914403265	0.11276054382324219	0.08722805976867676
274	12.332420789370618	12.197883466127406	0.0371622756476411	1.1276807424535615	0.11081480979919434	0.08336091041564941
275	12.332426936327138	12.198381657835949	0.03711245029480323	1.123642552566334	0.11565709114074707	0.08532142639160156
276	12.332198948160139	12.198633737481725	0.038960452769750444	1.1215992719197616	0.1125178337097168	0.08496475219726562
277	12.333466891317295	12.200394317607973	0.02868289265180827	1.1073285469366687	0.11812663078308105	0.08883118629455566
278	12.33349592284826	12.200876786518446	0.028447571925389575	1.1034178012502887	0.12265491485595703	0.09157609939575195
279	12.332818244136586	12.200681978095623	0.03394062866106441	1.1049968588489982	0.11634373664855957	0.08923912048339844
280	12.333932984151046	12.202252791410553	0.024904886443581166	1.0922643257010163	0.11988306045532227	0.09481596946716309
281	12.331689139942597	12.20050171170641	0.04309280253230509	1.1064580431630793	0.11887717247009277	0.09496688842773438
282	12.333030752916448	12.202290677993473	0.032218097372262895	1.0919572286269683	0.12047553062438965	0.09489917755126953
283	12.332556369976093	12.20228231465694	0.03606330065358713	1.092025019279496	0.12956666946411133	0.10040450096130371
284	12.33252458936101	12.202705996227696	0.03632090461655909	1.0885907858205888	0.197096586227417	0.12353777885437012
285	12.333276638605222	12.203907913858314	0.03022502305008363	1.0788484084625989	0.13077235221862793	0.10175776481628418
286	12.33267590027543	12.203763159190975	0.03509442454079418	1.080021745601202	0.12937116622924805	0.09959697723388672
287	12.333722270687636	12.205246017993474	0.026612865445348775	1.0680021448777122	0.13230228424072266	0.10035109519958496
288	12.331847554535642	12.203830330105708	0.04180874220642111	1.0794772786742381	0.2034904956817627	0.12852883338928223
289	12.333535276814102	12.205964320499332	0.028128580693374698	1.0621798040691715	0.1894071102142334	0.1312274932861328
290	12.334728820453682	12.207564317437093	0.018454080350090392	1.0492107173845238	0.13505792617797852	0.1060190200805664
291	12.332741809831541	12.206035370744877	0.034560181801709354	1.0616038924710376	0.13192248344421387	0.1035313606262207
292	12.33336656904177	12.207084757077439	0.029496074387960296	1.053097887245972	0.13927650451660156	0.1084146499633789
293	12.333298737588303	12.207450311154535	0.030045895440240458	1.0501348175038423	0.13734126091003418	0.10645055770874023
294	12.333031602395401	12.207610933856529	0.032211211755223464	1.0488328589209723	0.14454293251037598	0.10138058662414551
295	12.332285017297487	12.207296911636243	0.03826280262005749	1.0513782271649184	0.14255404472351074	0.10900664329528809
296	12.333707029441905	12.209121694861382	0.02673640632995564	1.036587091463977	0.14543986320495605	0.10179471969604492
297	12.33333693216587	12.209177690491076	0.029736301855605624	1.0361332079856258	0.14724302291870117	0.10315489768981934
298	12.33248445410493	12.208745568210874	0.036646228748692854	1.0396358592582888	0.14838123321533203	0.10357975959777832
299	12.332456455645891	12.20912887661779	0.03687317570949411	1.036528878339191	0.15304327011108398	0.11395573616027832
